,total_raw_counts,total_norm_counts,size_factor,n_genes_detected,pct_zeros,median_raw_count,outlier_flag
TCGA-AA-5781,176518,171414.81714088246,1.029770955301509,447,0.6666666666666667,119.5,0
TCGA-AA-5782,184345,176162.18819518166,1.046450443699939,448,0.4444444444444444,127.0,0
TCGA-AA-5783,182612,172071.05612159928,1.0612592501957543,450,0.0,119.5,0
TCGA-AA-5784,174946,164781.32818142546,1.0616858228462822,448,0.4444444444444444,130.5,0
TCGA-AA-5785,196879,194030.05691278554,1.014682998771139,447,0.6666666666666667,118.5,0
TCGA-AA-5786,178100,160876.58341497034,1.107059810815369,447,0.6666666666666667,124.5,0
TCGA-AA-5787,192546,186138.12009520305,1.0344254035740748,447,0.6666666666666667,110.5,0
TCGA-AA-5788,180669,176087.80913754384,1.0260165134934343,447,0.6666666666666667,118.5,0
TCGA-AA-5789,188315,180654.98984184547,1.0424013206879064,444,1.3333333333333335,116.5,0
TCGA-AA-5790,171285,158645.10502117334,1.0796740307691164,446,0.8888888888888888,123.5,0
TCGA-AA-5791,171290,172594.86872087227,0.9924397015360719,447,0.6666666666666667,123.0,0
TCGA-AA-5792,192097,180742.6658418835,1.0628204420092455,449,0.2222222222222222,122.0,0
TCGA-AA-5793,185981,183967.73063201076,1.01094360060361,449,0.2222222222222222,117.5,0
TCGA-AA-5794,183218,179819.11066955712,1.0189017136042275,446,0.8888888888888888,123.0,0
TCGA-AA-5795,172440,166157.88101046608,1.0378081313467054,449,0.2222222222222222,115.0,0
TCGA-AA-5796,200817,187615.4121160237,1.0703651567591486,444,1.3333333333333335,128.0,0
TCGA-AA-5797,177046,162373.2389740235,1.0903644043728404,447,0.6666666666666667,133.0,0
TCGA-AA-5798,180903,168486.7623851468,1.0736926595246141,444,1.3333333333333335,121.0,0
TCGA-AA-5799,176586,161489.67455854436,1.093481676043522,449,0.2222222222222222,115.0,0
TCGA-AA-5800,176797,171116.94765874057,1.0331939788488234,444,1.3333333333333335,109.5,0
TCGA-AA-5801,176022,170287.69006735008,1.033674248152535,450,0.0,116.0,0
TCGA-AA-5802,178802,172620.81051065878,1.0358079044528619,446,0.8888888888888888,114.0,0
TCGA-AA-5803,163575,158203.1249748987,1.033955555719608,448,0.4444444444444444,119.0,0
TCGA-AA-5804,186046,179083.5954897512,1.0388779580352308,448,0.4444444444444444,123.5,0
TCGA-AA-5805,199988,184961.48457367253,1.0812413214619405,450,0.0,123.0,0
TCGA-AA-5806,181613,179774.27181808127,1.0102279829217131,449,0.2222222222222222,114.0,0
TCGA-AA-5807,188252,172272.44982450997,1.092757432728031,448,0.4444444444444444,123.0,0
TCGA-AA-5808,211549,191862.1930837901,1.1026090997907663,448,0.4444444444444444,124.5,0
TCGA-AA-5809,186264,164117.85562374152,1.1349404931723637,442,1.7777777777777777,127.5,1
TCGA-AA-5810,174584,164806.0722901063,1.059329899523858,445,1.1111111111111112,122.5,0
TCGA-AA-5811,184746,172690.75785287627,1.0698082647676732,447,0.6666666666666667,131.0,0
TCGA-AA-5812,194126,175771.8805849128,1.104420111760826,446,0.8888888888888888,132.0,0
TCGA-AA-5813,178342,170367.94336848863,1.0468049122026688,444,1.3333333333333335,128.5,0
TCGA-AA-5814,184798,191922.08336632303,0.9628803353873289,446,0.8888888888888888,119.0,1
TCGA-AA-5815,189619,181782.87721331447,1.0431070456514457,446,0.8888888888888888,117.0,0
TCGA-AA-5816,176154,171538.23770655907,1.0269080664180361,448,0.4444444444444444,109.5,0
TCGA-AA-5817,183918,171197.36031659372,1.0743039475601852,446,0.8888888888888888,129.0,0
TCGA-AA-5818,192760,174705.64164791585,1.1033415874941754,446,0.8888888888888888,128.5,0
TCGA-AA-5819,180390,162571.85430431555,1.1096016636577877,445,1.1111111111111112,132.0,0
TCGA-AA-5820,186155,177714.09887293953,1.0474970820018927,443,1.5555555555555556,124.5,0
TCGA-AA-5821,171605,166773.8295242161,1.028968396837601,445,1.1111111111111112,114.5,0
TCGA-AA-5822,179475,180854.11896972332,0.9923744121639043,449,0.2222222222222222,112.0,0
TCGA-AA-5823,188293,178274.90855882879,1.0561946239218816,448,0.4444444444444444,122.5,0
TCGA-AA-5824,183545,169845.05901955388,1.080661404338344,447,0.6666666666666667,122.0,0
TCGA-AA-5825,186914,172782.2904716098,1.0817891086512261,448,0.4444444444444444,119.5,0
TCGA-AA-5826,186998,176499.69365959644,1.0594805924176331,450,0.0,118.5,0
TCGA-AA-5827,186838,176523.41135553754,1.0584318451884422,445,1.1111111111111112,129.5,0
TCGA-AA-5828,191232,173527.1644730189,1.1020291870771275,445,1.1111111111111112,125.0,0
TCGA-AA-5829,193294,184407.2343736771,1.0481909815333765,446,0.8888888888888888,119.5,0
TCGA-AA-5830,184049,167750.32103077625,1.097160344427797,446,0.8888888888888888,118.0,0
TCGA-AA-5831,189899,178014.21525424102,1.0667631218595945,446,0.8888888888888888,113.5,0
TCGA-AA-5832,193501,189737.83396234247,1.019833503730228,449,0.2222222222222222,118.0,0
TCGA-AA-5833,185487,177126.37738897657,1.0472014543190435,449,0.2222222222222222,113.0,0
TCGA-AA-5834,197914,188377.24007292182,1.0506258607642114,446,0.8888888888888888,124.0,0
TCGA-AA-5835,175680,163008.1830037906,1.0777373059603685,445,1.1111111111111112,133.5,0
TCGA-AA-5836,198377,181801.66826631408,1.0911726052447734,445,1.1111111111111112,129.0,0
TCGA-AA-5837,198842,184006.7463265049,1.0806234226171858,446,0.8888888888888888,114.0,0
TCGA-AA-5838,183371,184497.44840548266,0.9938945041505018,448,0.4444444444444444,110.5,0
TCGA-AA-5839,194916,187377.13861741184,1.040233624220194,447,0.6666666666666667,103.0,0
TCGA-AA-5840,203735,183011.63457970362,1.113235234841155,448,0.4444444444444444,127.5,0
TCGA-AA-5841,179745,172898.23200096545,1.0395999885007285,448,0.4444444444444444,124.0,0
TCGA-AA-5842,176625,161987.12952445634,1.0903644043728404,447,0.6666666666666667,122.0,0
TCGA-AA-5843,176518,171361.5909347121,1.0300908099484936,447,0.6666666666666667,119.0,0
TCGA-AA-5844,204604,187139.00231112528,1.093326337498789,448,0.4444444444444444,129.0,0
TCGA-AA-5845,179490,177548.22069647833,1.0109366306004337,449,0.2222222222222222,113.0,0
TCGA-AA-5846,169910,167858.6798023943,1.0122205190700924,448,0.4444444444444444,121.5,0
TCGA-AA-5847,186053,169980.41480045673,1.0945555122830546,448,0.4444444444444444,120.0,0
TCGA-AA-5848,185821,177659.2854733016,1.0459402642814577,443,1.5555555555555556,121.5,0
TCGA-AA-5849,197018,188001.20430622113,1.0479613719872352,448,0.4444444444444444,125.5,0
TCGA-AA-5850,186032,178836.50002271406,1.0402350749224685,449,0.2222222222222222,113.5,0
TCGA-AA-5851,170186,166712.78411650506,1.0208335305651648,449,0.2222222222222222,120.0,0
TCGA-AA-5852,195473,179037.50434467988,1.0917991775828086,447,0.6666666666666667,123.5,0
TCGA-AA-5853,185056,177239.58221935807,1.0441008587515628,445,1.1111111111111112,123.5,0
TCGA-AA-5854,175894,167785.4571913797,1.0483268511130348,448,0.4444444444444444,122.5,0
TCGA-AA-5855,177074,163989.80256779143,1.0797866527511655,448,0.4444444444444444,125.0,0
TCGA-AA-5856,184026,175555.421414327,1.0482501680519547,449,0.2222222222222222,127.0,0
TCGA-AA-5857,171816,163931.2445909428,1.0480979414798686,449,0.2222222222222222,121.5,0
TCGA-AA-5858,190260,177831.00891956838,1.0698921473591434,447,0.6666666666666667,126.0,0
TCGA-AA-5859,180809,177658.08317105152,1.017735848393201,448,0.4444444444444444,121.5,0
TCGA-AA-5860,194298,181082.35811464814,1.0729813882641437,448,0.4444444444444444,119.5,0
TCGA-AA-5861,201114,199572.91999813967,1.0077218893318527,447,0.6666666666666667,122.0,0
TCGA-AA-5862,182078,165220.66941159603,1.1020291870771275,447,0.6666666666666667,123.0,0
TCGA-AA-5863,183188,185227.94385688374,0.9889868460751263,449,0.2222222222222222,111.5,0
TCGA-AA-5864,188882,174439.9540728141,1.082790929428688,449,0.2222222222222222,128.5,0
TCGA-AA-5865,190975,174228.11550489033,1.0961204478770799,448,0.4444444444444444,118.5,0
TCGA-AA-5866,168512,155443.3189889006,1.0840736102143609,449,0.2222222222222222,124.0,0
TCGA-AA-5867,194795,187584.94405864048,1.038436218735687,447,0.6666666666666667,120.5,0
TCGA-AA-5868,181078,178478.868774201,1.014562683210903,447,0.6666666666666667,119.5,0
TCGA-AA-5869,184786,174701.53994312786,1.0577239334018178,447,0.6666666666666667,115.0,0
TCGA-AA-5870,162710,151453.59739195433,1.074322451245015,445,1.1111111111111112,126.0,0
TCGA-AA-5871,181231,170702.61266382883,1.0616767791182267,448,0.4444444444444444,124.0,0
TCGA-AA-5872,202048,188715.38710388157,1.0706493153564594,449,0.2222222222222222,110.5,0
TCGA-AA-5873,187384,181181.7612180109,1.0342321365036633,449,0.2222222222222222,114.0,0
TCGA-AA-5874,193446,189081.51568650553,1.0230825540912771,446,0.8888888888888888,114.5,0
TCGA-AA-5875,194962,183604.61356763946,1.0618578488398196,447,0.6666666666666667,115.0,0
TCGA-AA-5876,200539,185919.36092701752,1.0786343014524529,448,0.4444444444444444,120.0,0
TCGA-AA-5877,179533,173024.1670310978,1.0376180569488442,447,0.6666666666666667,117.5,0
TCGA-AA-5878,184062,180445.09730051708,1.0200443389905975,450,0.0,113.0,0
TCGA-AA-5879,188844,178588.5215953692,1.0574251822738463,449,0.2222222222222222,119.5,0
TCGA-AA-5880,189957,172535.26510992326,1.1009749217296374,448,0.4444444444444444,118.0,0
TCGA-AA-5881,181575,179925.78048656692,1.0091661100981368,446,0.8888888888888888,128.0,0
TCGA-AA-5882,180546,174322.25111537875,1.035702549988882,446,0.8888888888888888,124.0,0
TCGA-AA-5883,178618,170935.50662092672,1.0449438126164756,447,0.6666666666666667,125.5,0
TCGA-AA-5884,185425,179086.82172414192,1.0353916509033878,446,0.8888888888888888,127.5,0
TCGA-AA-5885,171116,181145.13308145836,0.9446348189937379,448,0.4444444444444444,103.0,1
TCGA-AA-5886,184706,174848.70932003995,1.0563761134885898,449,0.2222222222222222,119.0,0
TCGA-AA-5887,169589,161338.55473964088,1.0511374684970571,450,0.0,136.5,0
TCGA-AA-5888,195034,188993.75922407734,1.0319600012229035,448,0.4444444444444444,128.5,0
TCGA-AA-5889,188746,174975.57752010314,1.0786991114706552,446,0.8888888888888888,125.5,0
TCGA-AA-5890,194410,175626.706243916,1.1069500997758117,448,0.4444444444444444,132.5,0
TCGA-AA-5891,173424,165328.11542924982,1.0489685892186602,448,0.4444444444444444,109.5,0
TCGA-AA-5892,194496,184536.3685180118,1.0539711037015236,446,0.8888888888888888,117.0,0
TCGA-AA-5893,182271,170487.20354888932,1.0691183631722336,445,1.1111111111111112,120.0,0
TCGA-AA-5894,169179,157919.51718320948,1.071298868041294,445,1.1111111111111112,128.0,0
TCGA-AA-5895,204136,193577.38534549763,1.0545446702653685,447,0.6666666666666667,130.0,0
TCGA-AA-5896,189587,179271.4575863701,1.0575414656215423,445,1.1111111111111112,131.5,0
TCGA-AA-5897,201195,199465.05857696978,1.0086729045947798,448,0.4444444444444444,108.5,0
TCGA-AA-5898,183248,176511.69652040937,1.0381634963143178,448,0.4444444444444444,117.0,0
TCGA-AA-5899,194327,176242.66248359828,1.102610442111794,445,1.1111111111111112,135.5,0
TCGA-AA-5900,184002,172111.67060226056,1.0690849688236266,446,0.8888888888888888,124.0,0
TCGA-AA-5901,192768,190447.72975055483,1.0121832392146874,447,0.6666666666666667,117.0,0
TCGA-AA-5902,171606,165481.35641531646,1.037011079177477,449,0.2222222222222222,135.5,0
TCGA-AA-5903,174517,178030.1548487891,0.9802665180414349,446,0.8888888888888888,115.5,1
TCGA-AA-5904,177454,172635.94205796253,1.0279087766116501,444,1.3333333333333335,122.5,0
TCGA-AA-5905,206520,192899.80277925328,1.0706076264698576,445,1.1111111111111112,128.5,0
TCGA-AA-5906,185242,168329.22782229722,1.1004743644137507,448,0.4444444444444444,116.0,0
TCGA-AA-5907,177105,181911.2333020622,0.9735792385394832,448,0.4444444444444444,117.0,1
TCGA-AA-5908,182005,172790.9475332491,1.0533248564134292,446,0.8888888888888888,117.5,0
TCGA-AA-5909,191022,183205.0830156462,1.0426675769890412,446,0.8888888888888888,122.5,0
TCGA-AA-5910,191742,184378.69066295173,1.0399357936135287,447,0.6666666666666667,122.5,0
TCGA-AA-5911,190451,173552.6557734514,1.0973672465641033,446,0.8888888888888888,132.5,0
TCGA-AA-5912,176433,163599.28430087434,1.0784460381594536,450,0.0,112.0,0
TCGA-AA-5913,188264,182685.20846954559,1.030537729776762,446,0.8888888888888888,113.5,0
TCGA-AA-5914,180277,165775.01664620097,1.0874799088981504,449,0.2222222222222222,129.0,0
TCGA-AA-5915,172112,166415.84426360304,1.0342284459848319,448,0.4444444444444444,120.0,0
TCGA-AA-5916,183630,180277.7970698715,1.0185946521680052,445,1.1111111111111112,116.0,0
TCGA-AA-5917,187163,188091.56171676406,0.9950632462812856,446,0.8888888888888888,114.5,0
TCGA-AA-5918,182587,169581.71860909567,1.0766903502191938,447,0.6666666666666667,123.5,0
TCGA-AA-5919,188546,176722.55482509657,1.0669039964174645,447,0.6666666666666667,115.5,0
TCGA-AA-5920,196159,182665.56084985554,1.0738696396155134,450,0.0,119.0,0
TCGA-AA-5921,199718,185743.08350407955,1.0752378835985756,448,0.4444444444444444,106.5,0
TCGA-AA-5922,179393,171541.731656423,1.0457688532566647,444,1.3333333333333335,124.0,0
TCGA-AA-5923,172777,173519.4806927611,0.9957210528189873,448,0.4444444444444444,120.0,0
TCGA-AA-5924,178420,175549.4234560307,1.0163519565456636,448,0.4444444444444444,118.0,0
TCGA-AA-5925,171811,162192.1300393265,1.0593054050054167,446,0.8888888888888888,115.5,0
TCGA-AA-5926,175280,162327.66629205772,1.079791288840675,450,0.0,123.0,0
TCGA-AA-5927,204815,195276.0858528142,1.0488483477407242,447,0.6666666666666667,118.5,0
TCGA-AA-5928,180791,173033.88406949287,1.0448300399209196,448,0.4444444444444444,117.0,0
TCGA-AA-5929,173925,170779.49508332676,1.0184185163162502,449,0.2222222222222222,121.0,0
TCGA-AA-5930,194509,175103.478123959,1.1108231663011483,448,0.4444444444444444,126.0,0
TCGA-AA-5931,183727,173198.22888855264,1.0607902931745468,445,1.1111111111111112,122.0,0
TCGA-AA-5932,173305,158406.263705114,1.0940539593978507,448,0.4444444444444444,114.0,0
TCGA-AA-5933,189337,182027.45333296558,1.0401562870500844,448,0.4444444444444444,108.0,0
TCGA-AA-5934,211305,194367.86415464652,1.087139589247519,449,0.2222222222222222,125.0,0
TCGA-AA-5935,175111,173584.45169410808,1.0087942686743743,449,0.2222222222222222,111.0,0
TCGA-AA-5936,180829,172292.94338290096,1.0495438550732088,448,0.4444444444444444,114.5,0
TCGA-AA-5937,187530,182209.44550327866,1.0292002123272233,449,0.2222222222222222,117.0,0
TCGA-AA-5938,200479,191197.93797878406,1.0485416428614716,447,0.6666666666666667,119.0,0
TCGA-AA-5939,173648,174782.97240884352,0.9935063902781751,450,0.0,119.0,0
TCGA-AA-5940,177278,169958.41280049935,1.043066930779664,447,0.6666666666666667,126.5,0
TCGA-AA-5941,175399,168808.71053148038,1.0390399846534615,448,0.4444444444444444,125.5,0
TCGA-AA-5942,181906,173033.89340972633,1.0512738077809152,445,1.1111111111111112,130.0,0
TCGA-AA-5943,183121,170809.50368628427,1.0720773496088807,448,0.4444444444444444,125.0,0
TCGA-AA-5944,174037,173985.3734967042,1.0002967289850764,447,0.6666666666666667,115.0,0
TCGA-AA-5945,180362,166244.80158765765,1.0849181344470409,447,0.6666666666666667,122.0,0
TCGA-AA-5946,182884,170398.07469758275,1.0732750374355866,446,0.8888888888888888,125.5,0
TCGA-AA-5947,191248,172613.94173858548,1.1079522202768235,447,0.6666666666666667,130.5,0
TCGA-AA-5948,188526,177405.75838853966,1.062682529093028,446,0.8888888888888888,115.0,0
TCGA-AA-5949,181870,172379.63885349312,1.0550550007508301,447,0.6666666666666667,117.0,0
TCGA-AA-5950,195587,186491.43437239193,1.0487720289042646,446,0.8888888888888888,110.0,0
TCGA-AA-5951,184527,181611.00704577766,1.0160562567305589,449,0.2222222222222222,121.0,0
TCGA-AA-5952,188877,169774.94112622956,1.1125140067612678,444,1.3333333333333335,123.0,0
TCGA-AA-5953,185012,186867.81188994655,0.9900688520340812,446,0.8888888888888888,124.0,0
TCGA-AA-5954,177838,166959.71229685727,1.0651551655994766,450,0.0,127.0,0
TCGA-AA-5955,183516,167726.4847071997,1.0941384738395017,446,0.8888888888888888,118.5,0
TCGA-AA-5956,162963,154147.56044691047,1.0571883170095684,448,0.4444444444444444,119.0,0
TCGA-AA-5957,193923,176282.85084970127,1.1000673013016946,444,1.3333333333333335,127.5,0
TCGA-AA-5958,177140,165999.11749352462,1.0671141068380074,447,0.6666666666666667,117.5,0
TCGA-AA-5959,194868,177511.34595475186,1.0977777164152223,448,0.4444444444444444,120.5,0
TCGA-AA-5960,173298,164570.64992681245,1.0530310239223626,448,0.4444444444444444,126.5,0
TCGA-AA-5961,188905,178458.25848642155,1.0585388516181968,447,0.6666666666666667,112.0,0
TCGA-AA-5962,188792,174186.9399490592,1.0838470441883419,448,0.4444444444444444,126.5,0
TCGA-AA-5963,190011,180345.4989708516,1.0535943568556185,446,0.8888888888888888,131.0,0
TCGA-AA-5964,177528,169642.0565172463,1.0464857809711354,448,0.4444444444444444,117.0,0
TCGA-AA-5965,175125,162666.7638790697,1.076587471366874,448,0.4444444444444444,132.5,0
TCGA-AA-5966,171560,169910.7162327543,1.0097067671999358,449,0.2222222222222222,113.0,0
TCGA-AA-5967,179215,162499.57411233903,1.1028644289006275,448,0.4444444444444444,122.5,0
TCGA-AA-5968,176177,165202.59055547655,1.066430008195532,447,0.6666666666666667,117.0,0
TCGA-AA-5969,175264,177718.12503171584,0.986190913103107,447,0.6666666666666667,119.0,1
TCGA-AA-5970,184705,173523.7004116583,1.0644367285956662,446,0.8888888888888888,124.0,0
TCGA-AA-5971,189179,178259.14169750712,1.0612583354688372,449,0.2222222222222222,126.0,0
TCGA-AA-5972,176284,172246.0263624425,1.0234430582976743,448,0.4444444444444444,115.0,0
TCGA-AA-5973,164412,152972.80180468736,1.0747792944913042,449,0.2222222222222222,119.5,0
TCGA-AA-5974,181129,174089.81211348565,1.0404342321992148,448,0.4444444444444444,119.0,0
TCGA-AA-5975,180665,175837.67692507856,1.02745329191865,449,0.2222222222222222,115.5,0
TCGA-AA-5976,183542,169511.79437651017,1.0827683151788643,447,0.6666666666666667,130.0,0
TCGA-AA-5977,169902,163498.04579910496,1.0391683837540406,448,0.4444444444444444,112.5,0
TCGA-AA-5978,155148,146906.0460271273,1.0561035722883096,447,0.6666666666666667,116.5,0
TCGA-AA-5979,198830,188306.27916574676,1.055886191798152,447,0.6666666666666667,132.5,0
TCGA-AA-5980,172454,171802.24009125307,1.0037936636239477,448,0.4444444444444444,111.0,0
TCGA-AA-5981,194690,179007.16793378573,1.0876100786758176,447,0.6666666666666667,125.5,0
TCGA-AA-5982,203251,188632.15903418703,1.0774991975952706,448,0.4444444444444444,130.0,0
TCGA-AA-5983,171747,171987.9182711806,0.9985992139819919,448,0.4444444444444444,120.0,0
TCGA-AA-5984,203025,191430.11791012238,1.060569790252762,447,0.6666666666666667,131.5,0
TCGA-AA-5985,181285,175243.73586818215,1.0344734954541375,446,0.8888888888888888,116.5,0
TCGA-AA-5986,180970,176747.60428175775,1.023889408489584,447,0.6666666666666667,109.5,0
TCGA-AA-5987,178626,172763.2201201304,1.0339353473256225,446,0.8888888888888888,117.0,0
TCGA-AA-5988,163715,169574.29124955783,0.9654470544657335,448,0.4444444444444444,109.5,1
TCGA-AA-5989,168727,162291.56596000833,1.0396535334533497,448,0.4444444444444444,122.5,0
TCGA-AA-5990,175247,161135.01348474028,1.0875786473099227,448,0.4444444444444444,120.0,0
TCGA-AA-5991,176029,165747.73549546977,1.0620295925841547,449,0.2222222222222222,131.0,0
TCGA-AA-5992,199870,186158.0040549331,1.0736578371404362,447,0.6666666666666667,116.5,0
TCGA-AA-5993,193760,182619.85006716388,1.061001856746345,446,0.8888888888888888,126.5,0
TCGA-AA-5994,169210,168455.5217335848,1.0044787980747132,449,0.2222222222222222,113.0,0
TCGA-AA-5995,188046,186004.29890341643,1.010976633919863,447,0.6666666666666667,122.5,0
TCGA-AA-5996,179283,170087.7255747626,1.0540619518202423,447,0.6666666666666667,127.0,0
TCGA-AA-5997,192611,179867.0861056284,1.0708518393792605,448,0.4444444444444444,107.5,0
TCGA-AA-5998,179513,162821.42896782674,1.1025145838479988,443,1.5555555555555556,112.5,0
TCGA-AA-5999,182987,168862.05195389237,1.0836478526860756,446,0.8888888888888888,122.5,0
TCGA-AA-6000,177165,165579.35779041273,1.069970329419034,448,0.4444444444444444,131.5,0
TCGA-AA-6001,166255,163467.93899876426,1.0170495879394235,447,0.6666666666666667,117.0,0
TCGA-AA-6002,180311,170584.2210753475,1.0570203906512323,448,0.4444444444444444,110.0,0
TCGA-AA-6003,181997,173297.90202550008,1.0501973646121803,447,0.6666666666666667,123.5,0
TCGA-AA-6004,178806,161136.37459609986,1.1096563420158256,445,1.1111111111111112,121.0,0
TCGA-AA-6005,182244,181788.74765551547,1.0025042933094364,448,0.4444444444444444,115.5,0
TCGA-AA-6006,178557,177881.2588129053,1.0037988329495995,445,1.1111111111111112,114.0,0
TCGA-AA-6007,181851,171241.4915991003,1.0619564119760065,447,0.6666666666666667,130.0,0
TCGA-AA-6008,182032,177731.0627054405,1.0241991311428076,449,0.2222222222222222,120.0,0
TCGA-AA-6009,174251,176096.7622685621,0.9895184769737723,447,0.6666666666666667,118.0,0
TCGA-AA-6010,189059,181786.46495315584,1.0400059215009114,448,0.4444444444444444,117.5,0
TCGA-AA-6011,180630,174442.762292163,1.0354685836576836,447,0.6666666666666667,111.0,0
TCGA-AA-6012,194179,184109.48027034392,1.0546931082249005,446,0.8888888888888888,121.0,0
TCGA-AA-6013,173505,159419.34944324385,1.0883559656086221,446,0.8888888888888888,128.0,0
TCGA-AA-6014,176506,167105.2029257978,1.0562567586742142,447,0.6666666666666667,130.0,0
TCGA-AA-6015,176834,172773.66097045926,1.0235009144723453,447,0.6666666666666667,118.0,0
TCGA-AA-6016,192447,174807.9594444233,1.100905248317281,450,0.0,128.0,0
TCGA-AA-6017,187658,179014.46044880882,1.0482840298460856,449,0.2222222222222222,113.0,0
TCGA-AA-6018,188495,179166.0642278435,1.052068653806521,446,0.8888888888888888,130.5,0
TCGA-AA-6019,194725,184976.75228979532,1.0526998533033627,448,0.4444444444444444,129.0,0
TCGA-AA-6020,177429,170448.08371916288,1.0409562614522505,448,0.4444444444444444,123.5,0
TCGA-AA-6021,186451,180777.70388006314,1.0313827203143415,448,0.4444444444444444,128.0,0
TCGA-AA-6022,183402,180888.9779385237,1.013892621264798,448,0.4444444444444444,125.5,0
TCGA-AA-6023,188998,176577.8708037247,1.0703379712290273,448,0.4444444444444444,124.5,0
TCGA-AA-6024,178855,168605.42668122856,1.0607902931745468,447,0.6666666666666667,126.0,0
TCGA-AA-6025,181173,162151.35787806258,1.1173079422266796,448,0.4444444444444444,143.0,1
TCGA-AA-6026,179008,167662.06640785665,1.0676714407452375,449,0.2222222222222222,125.5,0
TCGA-AA-6027,180923,180724.26284313475,1.0010996705906485,449,0.2222222222222222,118.5,0
TCGA-AA-6028,184620,174268.98579593215,1.0593967661933192,448,0.4444444444444444,113.0,0
TCGA-AA-6029,169946,169081.667624122,1.0051119224693208,448,0.4444444444444444,116.0,0
TCGA-AA-6030,190026,178912.2041663819,1.062118712836843,449,0.2222222222222222,121.5,0
TCGA-AA-6031,188442,174973.93031442026,1.0769718646736588,447,0.6666666666666667,129.0,0
TCGA-AA-6032,184366,166382.82865902773,1.1080830965906079,445,1.1111111111111112,123.5,0
TCGA-AA-6033,189539,181882.21958496535,1.0420974652305572,449,0.2222222222222222,117.5,0
TCGA-AA-6034,194349,185803.7726390785,1.0459906020181868,445,1.1111111111111112,123.0,0
TCGA-AA-6035,196543,187093.37269580155,1.0505075469432195,446,0.8888888888888888,114.0,0
TCGA-AA-6036,181897,177050.83063183032,1.0273716274070868,447,0.6666666666666667,115.0,0
TCGA-AA-6037,204794,194539.56179791837,1.052711325692887,447,0.6666666666666667,122.0,0
TCGA-AA-6038,173377,161452.42243295826,1.073858152063301,443,1.5555555555555556,119.0,0
TCGA-AA-6039,198289,184098.7254609975,1.0770797000547885,446,0.8888888888888888,118.5,0
TCGA-AA-6040,185280,167182.83667509194,1.1082477345451354,449,0.2222222222222222,125.5,0
TCGA-AA-6041,194938,182106.03345456213,1.0704642581138841,447,0.6666666666666667,126.0,0
TCGA-AA-6042,185925,182191.5197881884,1.0204920636051122,448,0.4444444444444444,129.0,0
TCGA-AA-6043,210714,196599.03660837398,1.071795689516745,449,0.2222222222222222,132.5,0
TCGA-AA-6044,175672,168571.1620165648,1.0421236817643662,448,0.4444444444444444,118.0,0
TCGA-AA-6045,180331,183637.84138557955,0.9819925928086018,447,0.6666666666666667,119.0,1
TCGA-AA-6046,167455,162038.1714883885,1.0334293361981048,448,0.4444444444444444,130.0,0
TCGA-AA-6047,179602,178535.85351468023,1.0059716099838294,449,0.2222222222222222,115.5,0
TCGA-AA-6048,181119,177287.27306019876,1.0216130964939607,446,0.8888888888888888,113.0,0
TCGA-AA-6049,174762,160437.28071517983,1.0892854779198762,448,0.4444444444444444,128.5,0
TCGA-AA-6050,170500,174642.83843682607,0.9762782231787611,448,0.4444444444444444,120.5,1
TCGA-AA-6051,174347,164673.3334590112,1.0587445844314354,447,0.6666666666666667,121.0,0
TCGA-AA-6052,182716,174218.35097833886,1.048775854977055,447,0.6666666666666667,129.5,0
TCGA-AA-6053,173068,161056.11165396994,1.0745820088581157,447,0.6666666666666667,120.5,0
TCGA-AA-6054,176109,171090.7369017626,1.0293310040573314,448,0.4444444444444444,116.0,0
TCGA-AA-6055,189708,184321.27779843507,1.0292246357333503,447,0.6666666666666667,125.0,0
TCGA-AA-6056,176518,173562.29248804983,1.0170296639297598,446,0.8888888888888888,114.5,0
TCGA-AA-6057,195038,197975.21866670798,0.9851637054047012,447,0.6666666666666667,114.0,1
TCGA-AA-6058,191398,181857.91255523107,1.05245901765133,449,0.2222222222222222,130.0,0
TCGA-AA-6059,192526,182186.5741962596,1.0567518536936882,447,0.6666666666666667,115.5,0
TCGA-AA-6060,188826,180709.9257056869,1.0449121666262613,449,0.2222222222222222,124.0,0
TCGA-AA-6061,190187,184426.883077891,1.0312325232958381,448,0.4444444444444444,128.0,0
TCGA-AA-6062,186317,172436.27127689065,1.0804977318305629,446,0.8888888888888888,128.0,0
TCGA-AA-6063,174854,166206.42886268362,1.0520291013800724,448,0.4444444444444444,125.0,0
TCGA-AA-6064,170626,167451.5047138006,1.0189576993746643,444,1.3333333333333335,106.5,0
TCGA-AA-6065,195316,177457.24134128194,1.1006369676646357,448,0.4444444444444444,128.5,0
TCGA-AA-6066,193861,183749.50872536065,1.055028671068462,449,0.2222222222222222,122.5,0
TCGA-AA-6067,188832,183307.41840874322,1.0301383415860341,447,0.6666666666666667,120.0,0
TCGA-AA-6068,191699,183859.8741105711,1.0426364149728207,445,1.1111111111111112,125.0,0
TCGA-AA-6069,186575,167094.37695997464,1.1165845517631734,446,0.8888888888888888,124.0,1
TCGA-AA-6070,189743,178458.23750243452,1.063234752598134,448,0.4444444444444444,119.0,0
TCGA-AA-6071,171372,159370.3596988054,1.0753066023310516,446,0.8888888888888888,127.0,0
TCGA-AA-6072,193719,189962.76776311846,1.0197735181536496,446,0.8888888888888888,126.5,0
TCGA-AA-6073,183500,177015.3660173863,1.0366331699247895,450,0.0,121.0,0
