gene_id,gene_name
ENSG00000237821.1,ST13P7
ENSG00000237827.1,RPS15AP29
ENSG00000237828.1,PA2G4P1
ENSG00000237833.1,AL391380.1
ENSG00000237836.6,PHKA2-AS1
ENSG00000237838.1,AC092422.1
ENSG00000237840.6,FAM21FP
ENSG00000237842.2,SMU1P1
ENSG00000237845.1,AL139161.1
ENSG00000237846.1,AL773545.3
ENSG00000237848.1,AL606489.2
ENSG00000237849.1,NFYAP1
ENSG00000237850.7,AC091304.1
ENSG00000237851.1,AL023584.2
ENSG00000237852.1,AC119800.1
ENSG00000237853.6,NFIA-AS1
ENSG00000237854.3,LINC00674
ENSG00000237859.2,EEF1A1P31
ENSG00000237861.1,AL513325.1
ENSG00000237862.2,Z94160.1
ENSG00000237863.3,AL035425.1
ENSG00000237864.1,LINC00322
ENSG00000237868.1,AC097533.1
ENSG00000237870.6,AC073130.1
ENSG00000237872.4,POU5F1P4
ENSG00000237875.1,AL353691.1
ENSG00000237876.1,AKR1B1P4
ENSG00000237877.7,LINC01473
ENSG00000237879.1,LINC00398
ENSG00000237880.2,LINC01885
ENSG00000237882.1,PPIAP13
ENSG00000237883.2,DGUOK-AS1
ENSG00000237886.1,NALT1
ENSG00000237887.1,RPL23AP32
ENSG00000237888.1,AC087650.1
ENSG00000237892.1,KLF7-IT1
ENSG00000237897.2,AL512844.2
ENSG00000237899.1,AL031289.1
ENSG00000237903.1,AC004000.1
ENSG00000237910.1,MTCO1P18
ENSG00000237914.5,SIRPG-AS1
ENSG00000237916.1,RPL37P12
ENSG00000237917.1,PARP4P1
ENSG00000237921.2,AC004543.1
ENSG00000237922.1,AL450309.1
ENSG00000237923.1,LINC02570
ENSG00000237924.1,RPL21P112
ENSG00000237926.1,AC239367.3
ENSG00000237927.1,AL078604.2
ENSG00000237928.6,NFIA-AS2
ENSG00000237930.1,RPL31P14
ENSG00000237931.1,CLIC4P3
ENSG00000237934.1,AL590729.1
ENSG00000237937.6,LINC02702
ENSG00000237938.5,AL450998.2
ENSG00000237939.1,IDI1P1
ENSG00000237940.3,LINC01238
ENSG00000237941.2,KCNQ1DN
ENSG00000237943.7,PRKCQ-AS1
ENSG00000237945.7,LINC00649
ENSG00000237949.2,LINC00844
ENSG00000237950.3,AL357079.1
ENSG00000237951.1,PPIL1P1
ENSG00000237952.1,RPL7AP73
ENSG00000237953.1,RPS13P5
ENSG00000237954.7,AL445218.1
ENSG00000237955.1,AC245884.4
ENSG00000237959.1,RPL36AP10
ENSG00000237961.4,AC118282.1
ENSG00000237963.1,PRXL2CP1
ENSG00000237970.1,TMEM161BP1
ENSG00000237971.1,AL445523.1
ENSG00000237972.1,TUBG1P
ENSG00000237973.1,MTCO1P12
ENSG00000237974.1,AC000111.2
ENSG00000237975.7,FLG-AS1
ENSG00000237976.1,RFX5-AS1
ENSG00000237977.1,EIF4HP2
ENSG00000237978.6,KCNMB2-AS1
ENSG00000237979.1,DNAJB12P1
ENSG00000237980.2,LINC02773
ENSG00000237982.1,AP006193.1
ENSG00000237984.3,PTENP1
ENSG00000237986.4,CELF2-AS2
ENSG00000237987.1,AL606970.4
ENSG00000237988.5,OR2I1P
ENSG00000237989.1,LINC01679
ENSG00000237990.3,CNTN4-AS1
ENSG00000237991.3,RPL35P1
ENSG00000237992.3,LINC01808
ENSG00000237993.1,AL365318.1
ENSG00000237999.2,ACTG1P19
ENSG00000238000.1,PSME2P1
ENSG00000238003.1,RPL10P4
ENSG00000238005.4,AL391832.2
ENSG00000238008.1,COX6CP10
ENSG00000238009.6,AL627309.1
ENSG00000238015.2,AC104837.2
ENSG00000238018.2,AC093110.1
ENSG00000238019.1,AL360169.1
ENSG00000238021.6,ARMC4P1
ENSG00000238024.1,DDX39BP2
ENSG00000238025.1,ZDHHC4P1
ENSG00000238029.1,RALBP1P2
ENSG00000238031.1,AC090505.2
ENSG00000238035.8,AC138035.1
ENSG00000238038.1,ATP6V0E1P3
ENSG00000238039.1,AC244197.2
ENSG00000238041.3,TMEM230P2
ENSG00000238042.5,LINC02257
ENSG00000238043.1,AC024559.1
ENSG00000238045.9,AC009133.1
ENSG00000238055.1,Z98742.3
ENSG00000238057.10,ZEB2-AS1
ENSG00000238058.2,AL355574.1
ENSG00000238061.2,AL356273.2
ENSG00000238062.6,SPATA3-AS1
ENSG00000238063.3,LINC01685
ENSG00000238069.1,RPLP0P7
ENSG00000238072.1,CDC26P1
ENSG00000238076.1,MRPL48P1
ENSG00000238078.1,LINC01352
ENSG00000238082.1,NUDCP2
ENSG00000238083.8,LRRC37A2
ENSG00000238084.4,AL031284.1
ENSG00000238085.1,AL590682.1
ENSG00000238086.5,PPP1R26P1
ENSG00000238090.1,AC006195.1
ENSG00000238097.2,LINC02037
ENSG00000238098.9,ABCA17P
ENSG00000238099.3,LINC01625
ENSG00000238103.4,RPL9P7
ENSG00000238105.7,GOLGA2P5
ENSG00000238107.1,LINC02806
ENSG00000238109.1,RNF14P3
ENSG00000238110.1,AL353572.2
ENSG00000238111.1,RPS13P4
ENSG00000238113.7,LINC01410
ENSG00000238116.2,RAD21P1
ENSG00000238117.1,AP000844.2
ENSG00000238118.1,SLC25A24P2
ENSG00000238120.1,LINC01589
ENSG00000238121.6,LINC00426
ENSG00000238122.1,AL359258.1
ENSG00000238125.1,SLC9A3P2
ENSG00000238132.2,CASC4P1
ENSG00000238133.6,MAP3K20-AS1
ENSG00000238137.2,ARPC3P2
ENSG00000238140.1,AC104170.1
ENSG00000238141.2,BRWD1-AS1
ENSG00000238142.2,BX284668.5
ENSG00000238145.2,TUBAP8
ENSG00000238149.1,AC104978.1
ENSG00000238150.1,AC008753.1
ENSG00000238151.1,MLLT10P1
ENSG00000238153.1,Z99755.1
ENSG00000238156.1,AL445465.2
ENSG00000238160.1,LINC02863
ENSG00000238164.6,TNFRSF14-AS1
ENSG00000238165.1,AC007560.1
ENSG00000238168.5,IFITM3P5
ENSG00000238171.1,AC068196.1
ENSG00000238172.2,RPS2P35
ENSG00000238173.1,RPL39P6
ENSG00000238178.7,AC078993.1
ENSG00000238180.1,RPL21P34
ENSG00000238181.2,AHCYP2
ENSG00000238184.1,CD81-AS1
ENSG00000238186.1,AL603839.2
ENSG00000238188.1,AL049733.1
ENSG00000238193.1,HADHBP1
ENSG00000238197.6,PAXBP1-AS1
ENSG00000238198.2,LRIG2-DT
ENSG00000238199.1,UBE2V2P3
ENSG00000238205.3,MPC1L
ENSG00000238207.2,AC009312.1
ENSG00000238210.4,ETDA
ENSG00000238211.1,POLR2LP1
ENSG00000238213.1,TARDBPP2
ENSG00000238217.6,LINC01877
ENSG00000238221.1,AL139095.4
ENSG00000238222.3,MKRN4P
ENSG00000238224.1,AC104462.2
ENSG00000238225.1,CRIP1P2
ENSG00000238227.8,TMEM250
ENSG00000238228.1,OR7E7P
ENSG00000238230.2,LINC00391
ENSG00000238231.2,AL512288.2
ENSG00000238241.2,CCR12P
ENSG00000238242.2,LINC02778
ENSG00000238243.3,OR2W3
ENSG00000238245.2,MYO5BP2
ENSG00000238246.1,AC069549.1
ENSG00000238247.2,RDXP3
ENSG00000238249.2,HMGN2P17
ENSG00000238250.1,ST6GAL2-IT1
ENSG00000238251.2,NSA2P7
ENSG00000238256.1,MTND5P20
ENSG00000238258.1,AL121748.1
ENSG00000238259.1,PHF5GP
ENSG00000238260.1,AL513320.1
ENSG00000238266.2,LINC00707
ENSG00000238267.1,AC104850.1
ENSG00000238269.9,PAGE2B
ENSG00000238272.1,AL139142.1
ENSG00000238273.3,AC108058.1
ENSG00000238276.6,AL354863.1
ENSG00000238278.3,ALG1L6P
ENSG00000238279.1,BX470102.1
ENSG00000238280.2,AC067751.1
ENSG00000238283.3,TBC1D3P1
ENSG00000238285.1,MRPL50P2
ENSG00000238286.1,SLC35E1P1
ENSG00000238287.1,AL603839.3
ENSG00000238288.1,MTND3P23
ENSG00000238290.1,AL034417.2
ENSG00000238295.1,AC019080.2
ENSG00000238297.2,U3
ENSG00000238300.1,SNORD121B
ENSG00000238304.1,RNU7-50P
ENSG00000238311.1,SNORD13E
ENSG00000238317.2,SNORD11
ENSG00000238324.1,RN7SKP198
ENSG00000238326.1,AC016596.1
ENSG00000238344.1,SNORD126
ENSG00000238358.2,AC004969.1
ENSG00000238363.1,SNORA13
ENSG00000238364.1,RNU7-140P
ENSG00000238365.3,RNU7-57P
ENSG00000238366.1,Y_RNA
ENSG00000238386.1,RNU7-48P
ENSG00000238390.1,AP000254.1
ENSG00000238391.1,RNA5SP233
ENSG00000238405.1,RNA5SP311
ENSG00000238406.1,RNU7-171P
ENSG00000238419.1,RNU7-186P
ENSG00000238420.1,RNU6-437P
ENSG00000238423.1,SNORD42B
ENSG00000238444.1,RNU6-893P
ENSG00000238447.1,RNU7-134P
ENSG00000238482.1,RNU6-1208P
ENSG00000238490.1,Y_RNA
ENSG00000238498.1,SNORD13P1
ENSG00000238516.1,Y_RNA
ENSG00000238517.1,MIR1270
ENSG00000238531.1,SNORD105B
ENSG00000238554.1,RNU1-88P
ENSG00000238575.1,AP005136.1
ENSG00000238594.1,AL355497.3
ENSG00000238711.1,RNY4P25
ENSG00000238713.1,Y_RNA
ENSG00000238719.1,RNU7-96P
ENSG00000238723.1,Y_RNA
ENSG00000238724.1,AC020549.1
ENSG00000238728.1,MIR1972-1
ENSG00000238735.1,RNU7-113P
ENSG00000238741.1,SCARNA7
ENSG00000238754.1,SCARNA18B
ENSG00000238755.3,LINC02006
ENSG00000238793.1,SNORD124
ENSG00000238825.1,RNVU1-2
ENSG00000238829.1,RNU7-45P
ENSG00000238832.1,AC004839.1
ENSG00000238835.1,SCARNA18
ENSG00000238837.3,LINC02031
ENSG00000238840.1,U8
ENSG00000238880.1,RNU7-59P
ENSG00000238886.1,SNORD121A
ENSG00000238906.1,AC004912.1
ENSG00000238934.1,AL591806.1
ENSG00000238961.1,SNORA47
ENSG00000238963.2,U8
ENSG00000238964.1,RNU7-125P
ENSG00000238966.1,AC090571.1
ENSG00000239002.3,SCARNA10
ENSG00000239005.1,AC097376.1
ENSG00000239021.1,RNA5SP246
ENSG00000239035.1,SNORD13D
ENSG00000239039.1,SNORD13
ENSG00000239040.1,Y_RNA
ENSG00000239043.1,SNORD127
ENSG00000239079.1,AP002762.1
ENSG00000239082.1,RNU7-170P
ENSG00000239093.1,AC068299.1
ENSG00000239096.1,AC090425.1
ENSG00000239112.1,SNORD123
ENSG00000239118.1,MIR1972-2
ENSG00000239122.1,RNU2-11P
ENSG00000239128.1,SNORD13P3
ENSG00000239129.1,AC104982.1
ENSG00000239143.1,Y_RNA
ENSG00000239149.1,SNORA59A
ENSG00000239151.1,RNU7-195P
ENSG00000239152.1,RNA5SP310
ENSG00000239182.1,AL391280.1
ENSG00000239183.1,SNORA84
ENSG00000239198.1,RPL5P22
ENSG00000239200.1,RPL22P20
ENSG00000239201.1,RPL21P106
ENSG00000239202.3,RN7SL499P
ENSG00000239203.1,AC093484.1
ENSG00000239205.1,LINC02023
ENSG00000239207.2,GAPDHP39
ENSG00000239210.2,RPS26P55
ENSG00000239212.2,RPL6P7
ENSG00000239213.6,NCK1-DT
ENSG00000239215.1,RPL27P12
ENSG00000239218.2,RPS20P22
ENSG00000239219.2,AC008040.1
ENSG00000239221.3,RN7SL442P
ENSG00000239223.3,RPL34P31
ENSG00000239224.3,RN7SL546P
ENSG00000239227.1,AC069439.1
ENSG00000239246.3,AC008026.1
ENSG00000239247.3,RN7SL589P
ENSG00000239253.1,RPS4XP23
ENSG00000239254.1,AC009220.2
ENSG00000239256.1,RPL35AP35
ENSG00000239263.1,RBM43P1
ENSG00000239264.9,TXNDC5
ENSG00000239265.5,CLRN1-AS1
ENSG00000239268.3,AC092691.1
ENSG00000239269.1,RPSAP4
ENSG00000239272.1,RPL21P10
ENSG00000239280.1,AC108693.1
ENSG00000239282.8,CASTOR1
ENSG00000239291.1,AC002558.1
ENSG00000239300.6,AC080162.1
ENSG00000239305.7,RNF103
ENSG00000239306.5,RBM14
ENSG00000239315.4,RPL19P13
ENSG00000239317.1,RPL35AP17
ENSG00000239322.1,ATP6V1B1-AS1
ENSG00000239323.1,AL163973.1
ENSG00000239332.6,LINC01119
ENSG00000239335.4,LLPH-DT
ENSG00000239344.1,AC090686.1
ENSG00000239345.2,HNRNPA1P26
ENSG00000239351.1,NPM1P29
ENSG00000239365.2,RPS26P49
ENSG00000239367.2,RN7SL477P
ENSG00000239374.1,AC090013.1
ENSG00000239377.1,ZNF775-AS1
ENSG00000239381.7,AC125613.1
ENSG00000239382.10,ALKBH6
ENSG00000239388.9,ASB14
ENSG00000239389.8,PCDHA13
ENSG00000239392.2,AL354989.2
ENSG00000239393.1,AC146507.1
ENSG00000239398.3,RN7SL342P
ENSG00000239402.3,CYP4F62P
ENSG00000239405.1,TMED10P2
ENSG00000239407.5,Z68871.1
ENSG00000239412.1,RPL21P71
ENSG00000239413.1,RPS27P23
ENSG00000239415.1,AP001469.3
ENSG00000239419.3,RN7SL535P
ENSG00000239435.2,KCNMB3P1
ENSG00000239437.3,RN7SL752P
ENSG00000239440.6,LINC02008
ENSG00000239443.1,PABPC1P10
ENSG00000239445.6,ST3GAL6-AS1
ENSG00000239453.1,SIDT1-AS1
ENSG00000239455.1,AC074043.1
ENSG00000239462.1,AC091212.1
ENSG00000239465.1,AC090543.1
ENSG00000239466.3,RN7SL552P
ENSG00000239467.6,AC007405.3
ENSG00000239468.3,RN7SL569P
ENSG00000239470.3,AC011979.1
ENSG00000239472.3,RN7SL221P
ENSG00000239473.1,RPL7P38
ENSG00000239474.7,KLHL41
ENSG00000239480.1,AC073517.1
ENSG00000239481.1,RPS3AP41
ENSG00000239482.6,AC112487.1
ENSG00000239483.1,RPS15AP16
ENSG00000239486.1,AC091390.2
ENSG00000239490.1,RPS4XP18
ENSG00000239494.2,RN7SL333P
ENSG00000239498.1,AC019211.1
ENSG00000239503.1,MARK2P8
ENSG00000239508.1,PLCH1-AS1
ENSG00000239510.2,RPL9P5
ENSG00000239511.2,POM121L7P
ENSG00000239513.6,LINC01210
ENSG00000239517.1,AC116337.2
ENSG00000239521.9,CASTOR3
ENSG00000239523.6,MYLK-AS1
ENSG00000239524.2,RPL32P34
ENSG00000239527.1,RPS23P7
ENSG00000239528.1,RPS14P8
ENSG00000239532.1,AC108022.1
ENSG00000239533.6,GOLGA2P2Y
ENSG00000239542.3,RN7SL399P
ENSG00000239544.1,AL442663.1
ENSG00000239552.2,HOXB-AS2
ENSG00000239553.3,RN7SL12P
ENSG00000239556.4,AC004951.2
ENSG00000239557.1,PPP2R5CP
ENSG00000239559.2,RPL37P2
ENSG00000239569.3,KMT2E-AS1
ENSG00000239570.1,SETP11
ENSG00000239571.1,IGKV2D-30
ENSG00000239572.3,AC108749.1
ENSG00000239576.1,COX6CP14
ENSG00000239577.3,RN7SL388P
ENSG00000239590.1,OR1J4
ENSG00000239593.1,AL513122.2
ENSG00000239602.1,RPL35AP16
ENSG00000239605.11,STPG4
ENSG00000239608.1,RUVBL1-AS1
ENSG00000239614.1,HMGN1P7
ENSG00000239617.1,AC073610.1
ENSG00000239620.3,PRR20G
ENSG00000239622.1,AC005165.2
ENSG00000239627.3,RPL12P20
ENSG00000239628.1,AC073288.1
ENSG00000239636.1,TFAP2E-AS1
ENSG00000239641.1,PLS1-AS1
ENSG00000239642.6,MEIKIN
ENSG00000239648.1,MTND1P3
ENSG00000239650.4,GUSBP4
ENSG00000239653.1,PSMD6-AS2
ENSG00000239659.2,RPL9P31
ENSG00000239665.8,AL157392.3
ENSG00000239670.1,AL355864.2
ENSG00000239671.1,AC100793.1
ENSG00000239672.8,NME1
ENSG00000239677.6,PDZRN3-AS1
ENSG00000239683.1,AC007998.1
ENSG00000239686.1,AL158801.1
ENSG00000239690.3,RN7SL668P
ENSG00000239694.1,RPSAP38
ENSG00000239696.3,AC092104.1
ENSG00000239697.11,TNFSF12
ENSG00000239699.1,HNRNPA3P8
ENSG00000239701.1,AC006512.1
ENSG00000239702.3,RN7SL507P
ENSG00000239704.11,CDRT4
ENSG00000239705.2,AL354710.2
ENSG00000239706.1,AC117392.1
ENSG00000239713.9,APOBEC3G
ENSG00000239715.1,AC093627.2
ENSG00000239719.1,AC004890.1
ENSG00000239722.1,IMP3P2
ENSG00000239726.3,RN7SL688P
ENSG00000239731.3,RN7SL825P
ENSG00000239732.3,TLR9
ENSG00000239736.2,CEACAMP3
ENSG00000239742.3,RN7SL672P
ENSG00000239748.3,RN7SL795P
ENSG00000239763.2,AC009120.1
ENSG00000239774.1,AC125618.1
ENSG00000239779.7,WBP1
ENSG00000239780.1,RPLP0P11
ENSG00000239783.1,AL121776.1
ENSG00000239789.6,MRPS17
ENSG00000239791.2,AC002310.2
ENSG00000239793.1,AC098818.1
ENSG00000239794.3,RN7SL653P
ENSG00000239797.1,RPL21P39
ENSG00000239801.1,DENND6A-AS1
ENSG00000239804.1,AC092902.1
ENSG00000239808.3,RN7SL255P
ENSG00000239809.1,AC008026.2
ENSG00000239819.2,IGKV1D-8
ENSG00000239820.3,RN7SL213P
ENSG00000239821.3,RN7SL513P
ENSG00000239822.3,RN7SL754P
ENSG00000239823.2,Y_RNA
ENSG00000239825.3,RN7SL549P
ENSG00000239827.8,SUGT1P3
ENSG00000239828.7,AC063944.1
ENSG00000239829.1,KRT8P25
ENSG00000239830.1,RPS4XP22
ENSG00000239831.1,RNF7P1
ENSG00000239835.1,AC092910.1
ENSG00000239839.7,DEFA3
ENSG00000239840.1,RPL23AP72
ENSG00000239855.1,IGKV1-6
ENSG00000239856.3,RN7SL225P
ENSG00000239857.7,GET4
ENSG00000239861.1,AP001486.1
ENSG00000239862.1,IGKV1-37
ENSG00000239868.3,RN7SL34P
ENSG00000239870.1,AC112206.1
ENSG00000239872.1,RPL35AP19
ENSG00000239873.2,GAPDHP27
ENSG00000239880.1,RALBP1P1
ENSG00000239881.1,RPS27P25
ENSG00000239883.8,PARGP1
ENSG00000239884.3,RN7SL608P
ENSG00000239887.6,C1orf226
ENSG00000239888.3,RN7SL792P
ENSG00000239893.2,ZNF736P9Y
ENSG00000239899.3,RN7SL674P
ENSG00000239900.13,ADSL
ENSG00000239906.1,AL627309.2
ENSG00000239908.3,RN7SL75P
ENSG00000239910.3,RN7SL530P
ENSG00000239911.2,PRKAG2-AS1
ENSG00000239912.1,RPL39P36
ENSG00000239917.3,RPS10P16
ENSG00000239919.1,SNRPGP3
ENSG00000239920.2,AC104389.5
ENSG00000239921.6,LINC01471
ENSG00000239923.3,RN7SL864P
ENSG00000239924.1,RPL29P22
ENSG00000239926.1,PRDX3P4
ENSG00000239930.2,AP001625.3
ENSG00000239932.3,RN7SL606P
ENSG00000239941.1,AC108718.1
ENSG00000239942.2,RN7SL394P
ENSG00000239944.1,TRBV8-2
ENSG00000239946.1,ZBTB20-AS3
ENSG00000239948.2,RN7SL368P
ENSG00000239951.1,IGKV3-20
ENSG00000239953.3,RN7SL273P
ENSG00000239959.1,ENPP7P2
ENSG00000239961.3,LILRA4
ENSG00000239964.3,RN7SL748P
ENSG00000239969.5,AC091390.3
ENSG00000239975.2,IGKV1D-33
ENSG00000239981.1,OR2A15P
ENSG00000239983.1,AC016687.1
ENSG00000239988.1,RPL31P60
ENSG00000239998.6,LILRA2
ENSG00000240002.1,YBX1P3
ENSG00000240003.2,RPL7P24
ENSG00000240005.6,STIM2-AS1
ENSG00000240006.1,LINC02004
ENSG00000240015.2,AC084024.1
ENSG00000240021.10,TEX35
ENSG00000240023.1,AL133163.1
ENSG00000240024.5,LINC00888
ENSG00000240027.2,AC084357.1
ENSG00000240031.1,OR9A3P
ENSG00000240032.1,LNCSRLR
ENSG00000240036.4,AC104563.1
ENSG00000240038.6,AMY2B
ENSG00000240041.1,IGHJ4
ENSG00000240043.1,RPS27P26
ENSG00000240045.2,STRIT1
ENSG00000240047.2,RPS3AP32
ENSG00000240048.1,DDX50P2
ENSG00000240051.1,RPL23AP10
ENSG00000240052.1,AC108114.1
ENSG00000240053.8,LY6G5B
ENSG00000240057.6,AC078785.1
ENSG00000240058.3,ARGFXP1
ENSG00000240063.1,AC069431.1
ENSG00000240065.8,PSMB9
ENSG00000240068.1,RPL21P42
ENSG00000240074.1,RPL9P30
ENSG00000240083.2,RPS3AP22
ENSG00000240086.7,AC092969.1
ENSG00000240087.3,RPSAP12
ENSG00000240093.1,AC093627.3
ENSG00000240096.1,AL132838.1
ENSG00000240097.1,AC104164.2
ENSG00000240098.3,RN7SL351P
ENSG00000240103.2,AC132825.1
ENSG00000240106.2,RN7SL146P
ENSG00000240121.1,RPS27P20
ENSG00000240122.1,FABP5P11
ENSG00000240125.1,RPL23AP75
ENSG00000240128.1,KRT18P43
ENSG00000240132.1,ETF1P2
ENSG00000240135.1,PSMD12P1
ENSG00000240137.6,ERICH6-AS1
ENSG00000240138.1,EEF1GP4
ENSG00000240143.1,AL023653.1
ENSG00000240160.3,RN7SL263P
ENSG00000240163.1,AC087385.1
ENSG00000240167.1,RPS7P7
ENSG00000240173.3,RN7SL771P
ENSG00000240174.1,AP000852.1
ENSG00000240175.1,MAGI1-AS1
ENSG00000240179.1,RPL26P3
ENSG00000240183.3,RN7SL297P
ENSG00000240184.7,PCDHGC3
ENSG00000240194.7,CYMP
ENSG00000240198.5,ARHGEF3-AS1
ENSG00000240199.3,RN7SL520P
ENSG00000240204.3,SMKR1
ENSG00000240207.7,AC080013.1
ENSG00000240210.3,AL122013.1
ENSG00000240211.1,PPP1R35-AS1
ENSG00000240216.7,CPHL1P
ENSG00000240219.1,AL512306.2
ENSG00000240224.1,UGT1A5
ENSG00000240225.10,ZNF542P
ENSG00000240230.6,COX19
ENSG00000240231.1,RPS27P29
ENSG00000240233.3,RN7SL587P
ENSG00000240236.1,HNRNPA1P23
ENSG00000240237.1,AF305872.1
ENSG00000240238.1,AC092754.1
ENSG00000240240.9,BX664727.3
ENSG00000240244.3,GAPDHP33
ENSG00000240246.1,AC108751.2
ENSG00000240250.3,RN7SL541P
ENSG00000240253.6,FAR2P3
ENSG00000240254.2,B4GALT4-AS1
ENSG00000240268.6,MOXD2P
ENSG00000240270.1,RPL12P37
ENSG00000240271.1,AC090142.1
ENSG00000240280.7,TCAM1P
ENSG00000240286.1,MEAF6P1
ENSG00000240288.8,GHRLOS
ENSG00000240291.1,AL450384.2
ENSG00000240294.2,RN7SKP241
ENSG00000240296.1,AC245052.5
ENSG00000240298.3,RPL36AP40
ENSG00000240299.3,RN7SL187P
ENSG00000240302.3,RN7SL717P
ENSG00000240303.8,ACAD11
ENSG00000240305.1,AC091152.1
ENSG00000240309.1,MTCO1P6
ENSG00000240311.1,AC004224.1
ENSG00000240317.3,RN7SL764P
ENSG00000240322.3,RN7SL481P
ENSG00000240327.3,RN7SL93P
ENSG00000240328.1,AC091805.1
ENSG00000240338.6,AC009078.2
ENSG00000240342.3,RPS2P5
ENSG00000240344.9,PPIL3
ENSG00000240350.3,SOCAR
ENSG00000240356.6,RPL23AP7
ENSG00000240366.1,RPL36AP45
ENSG00000240370.6,RPL13P5
ENSG00000240371.1,RPS4XP13
ENSG00000240373.1,SEC62-AS1
ENSG00000240374.3,RN7SL503P
ENSG00000240375.1,VPS26AP1
ENSG00000240376.1,AC010343.1
ENSG00000240382.3,IGKV1-17
ENSG00000240385.1,RPS29P20
ENSG00000240388.2,AC008799.1
ENSG00000240392.1,RPL9P3
ENSG00000240395.1,RPL5P23
ENSG00000240399.1,AC004801.2
ENSG00000240401.9,AC012358.2
ENSG00000240403.5,KIR3DL2
ENSG00000240404.2,AC017015.1
ENSG00000240405.7,SAMMSON
ENSG00000240409.1,MTATP8P1
ENSG00000240412.1,RPL5P15
ENSG00000240418.1,AC020917.1
ENSG00000240423.3,LINC00636
ENSG00000240424.2,AC092824.1
ENSG00000240427.1,RPS26P34
ENSG00000240429.1,LRRFIP1P1
ENSG00000240435.2,RPS12P27
ENSG00000240436.1,RPL35AP14
ENSG00000240440.1,AC007879.4
ENSG00000240441.1,AC007622.1
ENSG00000240445.6,FOXO3B
ENSG00000240449.1,REPIN1-AS1
ENSG00000240452.1,MTCO1P29
ENSG00000240454.1,RPL39P26
ENSG00000240457.3,RN7SL472P
ENSG00000240459.2,AC093663.1
ENSG00000240463.1,RPS19P3
ENSG00000240470.3,RN7SL346P
ENSG00000240471.1,PHBP8
ENSG00000240474.3,RN7SL116P
ENSG00000240476.1,LINC00973
ENSG00000240477.1,AC022494.1
ENSG00000240480.1,RPL29P2
ENSG00000240481.3,RN7SL38P
ENSG00000240484.1,AC091544.1
ENSG00000240487.1,FAM214BP1
ENSG00000240489.1,SETP14
ENSG00000240490.3,RN7SL277P
ENSG00000240497.3,AC092919.1
ENSG00000240498.9,CDKN2B-AS1
ENSG00000240499.7,AC004594.1
ENSG00000240505.9,TNFRSF13B
ENSG00000240509.1,RPL34P18
ENSG00000240513.1,AL049830.2
ENSG00000240520.6,UOX
ENSG00000240521.1,AC092979.1
ENSG00000240522.1,RPL7AP10
ENSG00000240531.1,RPL21P123
ENSG00000240533.3,RN7SL69P
ENSG00000240534.1,RPL34P17
ENSG00000240535.8,AC034238.1
ENSG00000240540.2,RPL3P9
ENSG00000240541.3,TM4SF1-AS1
ENSG00000240542.4,KRTAP9-1
ENSG00000240549.2,THOC7-AS1
ENSG00000240553.1,AL031428.1
ENSG00000240554.1,RPL7AP58
ENSG00000240563.2,L1TD1
ENSG00000240567.1,LINC02067
ENSG00000240571.1,AC087071.2
ENSG00000240577.3,RN7SL445P
ENSG00000240579.1,AC006529.1
ENSG00000240583.13,AQP1
ENSG00000240589.3,RN7SL258P
ENSG00000240590.1,RPSAP48
ENSG00000240591.2,AL096701.3
ENSG00000240602.7,AADACP1
ENSG00000240606.3,RN7SL564P
ENSG00000240616.1,RPS6P25
ENSG00000240621.1,OR2AO1P
ENSG00000240622.1,RPL7P15
ENSG00000240624.1,AL138976.1
ENSG00000240625.3,RN7SL403P
ENSG00000240627.1,AC026798.1
ENSG00000240634.1,AC145285.1
ENSG00000240639.3,RN7SL666P
ENSG00000240652.1,AP001024.1
ENSG00000240654.6,C1QTNF9
ENSG00000240661.3,AC063952.1
ENSG00000240665.1,LSP1P2
ENSG00000240666.2,MME-AS1
ENSG00000240668.1,KRT8P36
ENSG00000240669.1,AC023424.1
ENSG00000240671.4,IGKV1-8
ENSG00000240673.1,AC006539.1
ENSG00000240674.1,AC106872.2
ENSG00000240677.1,MYL6P4
ENSG00000240682.10,ISY1
ENSG00000240687.2,AC082651.1
ENSG00000240694.9,PNMA2
ENSG00000240695.1,AC117382.1
ENSG00000240698.1,RPS2P39
ENSG00000240704.1,KLF7P1
ENSG00000240707.3,LINC01168
ENSG00000240708.2,LINC02030
ENSG00000240710.1,AL512306.3
ENSG00000240718.3,RN7SL851P
ENSG00000240720.9,LRRD1
ENSG00000240721.2,RPS4XP15
ENSG00000240723.3,RN7SL382P
ENSG00000240729.1,AC146507.2
ENSG00000240731.1,AL139287.1
ENSG00000240733.3,RN7SL502P
ENSG00000240738.1,AF279873.2
ENSG00000240747.8,KRBOX1
ENSG00000240750.3,RN7SL559P
ENSG00000240751.1,AC026348.1
ENSG00000240758.2,AC010655.2
ENSG00000240759.1,RPS27P21
ENSG00000240760.1,RPL31P56
ENSG00000240764.4,PCDHGC5
ENSG00000240766.1,PLCXD2-AS1
ENSG00000240767.3,RN7SL288P
ENSG00000240770.5,C21orf91-OT1
ENSG00000240771.8,ARHGEF25
ENSG00000240776.1,AC079944.1
ENSG00000240785.2,RPL36AP21
ENSG00000240787.1,AC092916.2
ENSG00000240790.1,AC073934.1
ENSG00000240791.1,MTND4LP7
ENSG00000240793.1,UBA52P8
ENSG00000240803.3,RN7SL231P
ENSG00000240808.1,AC126389.1
